name,type,description,address,google_maps_url,area,sub_area,lat,lng,website,phone,email,openingHours,images,geocode_status
Tribes Art Africa,Art Galleries,"Gallery specialising in traditional and contemporary African tribal art, located off the Lekki-Epe Expressway.","2 Wasiu Ibrahim Close, Off Adeba Road, Lekki-Epe Expressway, Lagos",https://www.google.com/maps/search/?api=1&query=Tribes%20Art%20Africa%2C%202%20Wasiu%20Ibrahim%20Close%2C%20Off%20Adeba%20Road%2C%20Lekki-Epe%20Expressway%2C%20Lagos,ISLAND,Lekki,6.4654577,3.7311012,https://tribesartafrica.com,2348033074428.0,,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-5pm"",""sun"":""closed""}",[],Success (Google)
Watersworth Gallery,Art Galleries,Art gallery/broker in Lekki Phase 1 connecting Nigerian and African artists with collectors.,"3B Unity Close, off Africa Lane, Lekki Phase 1, Lagos",https://www.google.com/maps/search/?api=1&query=Watersworth%20Gallery%2C%203B%20Unity%20Close%2C%20off%20Africa%20Lane%2C%20Lekki%20Phase%201%2C%20Lagos,ISLAND,Lekki,6.4561425,3.4734671,http://www.watersworthart.com,+2348099990921,,,[],Success (Google)
Wunika Mukan,Art Galleries,"Contemporary art gallery founded in 2020 by Wunika Mukan (formerly Pacers gallery space), representing African and diaspora artists and exhibiting at ART X Lagos.","31b Bashorun R.I. Okusanya Avenue, Lekki Phase 1, Lagos 105102",https://www.google.com/maps/search/?api=1&query=Wunika%20Mukan%2C%2031b%20Bashorun%20R.I.%20Okusanya%20Avenue%2C%20Lekki%20Phase%201%2C%20Lagos%20105102,ISLAND,Lekki,6.4484968,3.471622,https://wunikamukangallery.com,+2348099921206,,Tue-Sun 11am-6pm,[],Success (Google)
Yato Art In Autism Gallery,Art Galleries,"Gallery/shop run by the Spotlight African Network, an autism-awareness initiative that organizes ""Art in Autism"" festivals and sells art by artists on the autism spectrum, also operating an online shop at yatoart.org/shop.","Marshy Hill Estate, 17 Omoba Bade St, off Akins Bus Stop, Eti-Osa, Lekki 106104, Lagos",https://www.google.com/maps/search/?api=1&query=Yato%20Art%20In%20Autism%20Gallery%2C%20Marshy%20Hill%20Estate%2C%2017%20Omoba%20Bade%20St%2C%20off%20Akins%20Bus%20Stop%2C%20Eti-Osa%2C%20Lekki%20106104%2C%20Lagos,ISLAND,Lekki,6.4870807,3.5813008,https://www.yatoart.org,+2348139057077,,,[],Success (Google)
Yemisi Shyllon Museum of Art,Museums,Expansive education-centred museum at Pan-Atlantic University focused on African materiality and cultural heritage. One of Nigeria's largest private art collections.,"Pan-Atlantic University, KM 52 Lekki Expressway, Ibeju-Lekki, Lagos",https://www.google.com/maps/search/?api=1&query=Yemisi%20Shyllon%20Museum%20of%20Art%2C%20Pan-Atlantic%20University%2C%20KM%2052%20Lekki%20Expressway%2C%20Ibeju-Lekki%2C%20Lagos,ISLAND,Lekki,6.4688629,3.704373,https://pau.edu.ng,2349136012439.0,ysma@pau.edu.ng,"{""mon"":""10am-5pm"",""tue"":""10am-5pm"",""wed"":""10am-5pm"",""thu"":""10am-5pm"",""fri"":""10am-5pm"",""sat"":""10am-5pm"",""sun"":""closed""}","[""public/uploads/institutions/yemisi-shyllon-museum-of-art/image-1.png""]",Success (Google)
Badagry Heritage Museum,Museums,"Museum in Badagry documenting the history of the transatlantic slave trade, colonial and pre-colonial heritage of the town; offers guided tours.","Badagry, Lagos",https://www.google.com/maps/search/?api=1&query=Badagry%20Heritage%20Museum%2C%20Badagry%2C%20Lagos,MAINLAND,Mainland,6.412159399999999,2.8894781,https://badagry.museumcall.com,+2349022484140,,Mon-Sat 9am-5pm; Sun 12pm-5pm,[],Success (Google)
Centre for Contemporary Art (CCA),Art Hubs/Institutions,"Independent non-profit visual art organization founded in 2007 by Bisi Silva. Specialises in experimental media, photography, film and performance art. Reopened 2025 after major renovation.","9 McEwen Street, Sabo, Yaba, Lagos",https://www.google.com/maps/search/?api=1&query=Centre%20for%20Contemporary%20Art%20%28CCA%29%2C%209%20McEwen%20Street%2C%20Sabo%2C%20Yaba%2C%20Lagos,MAINLAND,Mainland,6.5033964,3.3784377,https://ccalagos.org,2348036596346.0,info@ccalagos.org,"{""mon"":""closed"",""tue"":""closed"",""wed"":""12pm-6pm"",""thu"":""closed"",""fri"":""12pm-6pm"",""sat"":""12pm-6pm"",""sun"":""closed""}",[],Success (Google)
Habitude Gallery,Art Galleries,Art gallery in Ikeja GRA showcasing works by Nigerian contemporary artists.,"31 Isaac John Street, Ikeja GRA, Lagos",https://www.google.com/maps/search/?api=1&query=Habitude%20Gallery%2C%2031%20Isaac%20John%20Street%2C%20Ikeja%20GRA%2C%20Lagos,MAINLAND,Mainland,6.582364399999999,3.3578202,,2348035029231.0,,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-5pm"",""sun"":""closed""}",[],Success (Google)
Halal Art Gallerieo,Art Galleries,"Art gallery in Obanikoro, Lagos Mainland.","5 Bola Adewunmi Street, by Falemi House, Off Ikorodu Road, Obanikoro, Lagos",https://www.google.com/maps/search/?api=1&query=Halal%20Art%20Gallerieo%2C%205%20Bola%20Adewunmi%20Street%2C%20by%20Falemi%20House%2C%20Off%20Ikorodu%20Road%2C%20Obanikoro%2C%20Lagos,MAINLAND,Mainland,6.548178699999999,3.3673257,https://halaartgallerieo.com,+2348181414486,halalart@yahoo.co.uk,,[],Success (Google)
Henrimoweta African Art Center,Art Galleries,Gallery dedicated to African art by Henri Moweta with locations in Anthony Village and Victoria Island.,"7 Adebayo Mokuolu Street, Opposite Hotel Newcastle, Anthony Village, Lagos",https://www.google.com/maps/search/?api=1&query=Henrimoweta%20African%20Art%20Center%2C%207%20Adebayo%20Mokuolu%20Street%2C%20Opposite%20Hotel%20Newcastle%2C%20Anthony%20Village%2C%20Lagos,MAINLAND,Mainland,6.5580132,3.3708755,,2347033974949.0,,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-5pm"",""sun"":""closed""}",[],Success (Google)
Jelosimi Art Center,Art Hubs/Institutions,Art learning centre in Oshodi offering permanent displays and learning sessions for visual arts.,"13 Arowojobe Street, Oshodi, Lagos",https://www.google.com/maps/search/?api=1&query=Jelosimi%20Art%20Center%2C%2013%20Arowojobe%20Street%2C%20Oshodi%2C%20Lagos,MAINLAND,Mainland,6.563144500000001,3.342016,,2348135513125.0,info@jelosimiartcenter.com,"{""mon"":""9am-5pm"",""tue"":""9am-5pm"",""wed"":""9am-5pm"",""thu"":""9am-5pm"",""fri"":""9am-5pm"",""sat"":""9am-3pm"",""sun"":""closed""}",[],Success (Google)
KAP Hub,Art Hubs/Institutions,"KAP Hub (Kunle Afolayan Production Hub) is a creative/cultural complex in Ikeja founded by filmmaker Kunle Afolayan, housing KAP Cinemas, KAP Film & Television Academy, KAP Sound Stage Studio and Afefeyeye Restaurant & Bar.","41 Ogundana Street, off Allen Avenue, Ikeja, Lagos",https://www.google.com/maps/search/?api=1&query=KAP%20Hub%2C%2041%20Ogundana%20Street%2C%20off%20Allen%20Avenue%2C%20Ikeja%2C%20Lagos,MAINLAND,Mainland,6.603472,3.3561938,https://kaphubnews.com,+2349062864253,info@kap-hub.com,,[],Success (Google)
MadhousebyTikera,Art Hubs/Institutions,"MAD House by Tikera Africa: creative incubator/accelerator/innovation lab built from repurposed shipping containers on the UNILAG waterfront, launched Dec 2023 by photographer Bayo Omoboriowo; photo/production studios, sound facilities, theatre, casting studio.","UNILAG Lagoon Front, University of Lagos, Akoka, Yaba, Lagos",https://www.google.com/maps/search/?api=1&query=MadhousebyTikera%2C%20UNILAG%20Lagoon%20Front%2C%20University%20of%20Lagos%2C%20Akoka%2C%20Yaba%2C%20Lagos,MAINLAND,Mainland,6.515759,3.3898447,https://tikeraafrica.org/mad-house/,,,,[],Success (Google)
Mobee Museum,Museums,"Privately-owned museum run by descendants of the Mobee royal family of Badagry, displaying original slave-trade relics including manacles and a branding iron once belonging to slave merchant Sunbu Mobee, whose grave is on-site.","Mobee Street (Boekoh Quarters), off General Hospital Road, Marina, Badagry, Lagos",https://www.google.com/maps/search/?api=1&query=Mobee%20Museum%2C%20Mobee%20Street%20%28Boekoh%20Quarters%29%2C%20off%20General%20Hospital%20Road%2C%20Marina%2C%20Badagry%2C%20Lagos,MAINLAND,Mainland,6.553386,3.3863897,https://mobeeslaverelicsmuseum.net,+2348138221342,ahfemo2015@gmail.com,8am-6pm daily,[],Success (Google)
Negro Art Gallery,Art Galleries,"Small gallery/shop in a Surulere shopping complex selling paintings, drawings, sculptures and crafts by Nigerian/African artists; owned by Funmi Ogbogu.","Suite 10, LSDPC Shopping Complex, Bode Thomas, Surulere, Lagos",https://www.google.com/maps/search/?api=1&query=Negro%20Art%20Gallery%2C%20Suite%2010%2C%20LSDPC%20Shopping%20Complex%2C%20Bode%20Thomas%2C%20Surulere%2C%20Lagos,MAINLAND,Mainland,6.4889766,3.363251,https://negroart.com.ng,+2348033018769,,Mon-Fri 10am-6pm; Sat 10am-4pm,[],Success (Google)
Oshodi Arts Gallery,Art Galleries,"Founded Dec 2020 by Dr. Oshodi Seyi Paul; a large Ikorodu gallery/cultural hub with thousands of artworks and studios for ceramics, textiles/fashion, painting, sculpture, photography, plus workshops and school programs.","Plot 115, opposite Nasfat Akasolori, Ikorodu, Lagos",https://www.google.com/maps/search/?api=1&query=Oshodi%20Arts%20Gallery%2C%20Plot%20115%2C%20opposite%20Nasfat%20Akasolori%2C%20Ikorodu%2C%20Lagos,MAINLAND,Mainland,6.6306607,3.520026,https://oshodiartgallery.com,+2348054847010,info@oshodiartgallery.com,,[],Success (Google)
Ovuomaroro Studio and Gallery,Art Hubs/Institutions,Studio and permanent gallery for celebrated Nigerian artist Bruce Onobrakpeya's works. A significant space for printmaking and cultural heritage.,"41 Oloje Street, Papa-Ajao, Mushin, Lagos",https://www.google.com/maps/search/?api=1&query=Ovuomaroro%20Studio%20and%20Gallery%2C%2041%20Oloje%20Street%2C%20Papa-Ajao%2C%20Mushin%2C%20Lagos,MAINLAND,Mainland,6.5383827,3.3411781,,2348060795466.0,,"{""mon"":""10am-5pm"",""tue"":""10am-5pm"",""wed"":""10am-5pm"",""thu"":""10am-5pm"",""fri"":""10am-5pm"",""sat"":""10am-5pm"",""sun"":""closed""}",[],Success (Google)
Strip of Gaza Gallery,Art Galleries,Art gallery in Magodo by Chigaza Hanum featuring permanent displays of Nigerian contemporary art.,"9 Joy Akugo Close, Magodo, Lagos",https://www.google.com/maps/search/?api=1&query=Strip%20of%20Gaza%20Gallery%2C%209%20Joy%20Akugo%20Close%2C%20Magodo%2C%20Lagos,MAINLAND,Mainland,6.4996681,3.1840711,,2348023662902.0,,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-5pm"",""sun"":""closed""}",[],Success (Google)
Tim and Carol Gallery of Art,Art Galleries,"Nigerian art institution in Ikeja GRA unveiled in 2022 by Wale Fasuyi, showcasing his father Pa Timothy Banjo Fasuyi's collection alongside 100+ Nigerian artists; five-room duplex with cafe, library, craft shop and pool.","7a Oba Dosumu Street, Ikeja GRA, Lagos",https://www.google.com/maps/search/?api=1&query=Tim%20and%20Carol%20Gallery%20of%20Art%2C%207a%20Oba%20Dosumu%20Street%2C%20Ikeja%20GRA%2C%20Lagos,MAINLAND,Mainland,6.5807618,3.354537,http://timandcarolgalleryofart.com,+2348073137222,timandcarolgalleryofart@gmail.com,9am-5pm,[],Success (Google)
Universal Studios of Art,Art Hubs/Institutions,"An artists' hub and studio complex housed within the National Theatre (now Wole Soyinka Centre for Culture and the Creative Arts) in Iganmu; founded early 1980s/formalized 1996 under sculptor Bisi Fakeye, hosts resident sculptors and painters and trains student-trainees yearly.","National Theatre, Iganmu, Lagos 101245",https://www.google.com/maps/search/?api=1&query=Universal%20Studios%20of%20Art%2C%20National%20Theatre%2C%20Iganmu%2C%20Lagos%20101245,MAINLAND,Mainland,6.4761557,3.3669717,,,,,[],Success (Google)
Yusuf Grillo Museum,Museums,"Converted former home/studio of the late Nigerian modernist Prof. Yusuf Adebayo Cameron Grillo (1934-2021), managed by GRILLOArt Limited.","28 Ogunlowo Street, off Obafemi Awolowo Way, Ikeja, Lagos",https://www.google.com/maps/search/?api=1&query=Yusuf%20Grillo%20Museum%2C%2028%20Ogunlowo%20Street%2C%20off%20Obafemi%20Awolowo%20Way%2C%20Ikeja%2C%20Lagos,MAINLAND,Mainland,6.6060338,3.3443542,https://grilloart.com,,contact@grilloart.com,By appointment only,[],Success (Google)
16by16,Art Galleries,"Family-owned ""dual concept art gallery and boutique residence"" in Victoria Island that curates exhibitions and helps organize artist residencies and events alongside its private gathering/hotel space.","Flat 16, 16 Kofo Abayomi Street, Victoria Island, Lagos 101241",https://www.google.com/maps/search/?api=1&query=16by16%2C%20Flat%2016%2C%2016%20Kofo%20Abayomi%20Street%2C%20Victoria%20Island%2C%20Lagos%20101241,ISLAND,Victoria Island,6.435358,3.4140322,https://16by16.co,+2348149045504,reserve@16by16.co,By appointment only; closed Mondays,[],Success (Google)
Affinity Gallery,Art Galleries,Contemporary art gallery in Lagos showcasing works by emerging and established Nigerian artists.,"Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Affinity%20Gallery%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4333369,3.4398001,,,,,[],Success (Google)
African Artists Foundation,Art Hubs/Institutions,Non-profit foundation in Victoria Island dedicated to promoting and supporting African artists through programmes and exhibitions.,"3b Isiola Oyekan Close, Off Kofo Abayomi Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=African%20Artists%20Foundation%2C%203b%20Isiola%20Oyekan%20Close%2C%20Off%20Kofo%20Abayomi%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4353559,3.4168486,https://africanartists.org,2348097713079.0,,"{""mon"":""9am-5pm"",""tue"":""9am-5pm"",""wed"":""9am-5pm"",""thu"":""9am-5pm"",""fri"":""9am-5pm"",""sat"":""closed"",""sun"":""closed""}",[],Success (Google)
Alexis Gallery,Art Galleries,"Established contemporary art gallery showcasing paintings, drawings, mixed media and sculptures by Nigerian and international artists.","282 Akin Olugbade Street, Off Idowu Martins Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Alexis%20Gallery%2C%20282%20Akin%20Olugbade%20Street%2C%20Off%20Idowu%20Martins%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.431405799999999,3.4203161,https://alexisgalleries.com,2348118777787.0,,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-6pm"",""sun"":""closed""}",[],Success (Google)
Alliance Francaise,Art Hubs/Institutions,"French cultural institute hosting contemporary art exhibitions, film screenings, language courses and cultural events in Lagos.","10 Eleke Crescent, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Alliance%20Francaise%2C%2010%20Eleke%20Crescent%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4404276,3.4059694,https://www.institutfrancais-nigeria.com,23412621004.0,,"{""mon"":""8am-7pm"",""tue"":""8am-7pm"",""wed"":""8am-7pm"",""thu"":""8am-7pm"",""fri"":""8am-7pm"",""sat"":""9am-5pm"",""sun"":""closed""}",[],Success (Google)
Art Twenty One,Art Galleries,Sophisticated contemporary art space inside Eko Hotel & Suites. Showcases African and diaspora contemporary art and design. Founded 2014.,"Eko Hotel & Suites, 1415 Adetokunbo Ademola Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Art%20Twenty%20One%2C%20Eko%20Hotel%20%26%20Suites%2C%201415%20Adetokunbo%20Ademola%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.426603999999999,3.4301281,https://arttwentyone.ng,234114606190.0,info@art21lagos.com,"{""mon"":""by appointment"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-6pm"",""sun"":""closed""}",[],Success (Google)
Bloom Art,Art Galleries,"Intimate art salon and studio space by Ugoma Adegoke. Works by appointment only, focused on contemporary Nigerian art.","Flat 11 Century Flats, 275 Kofo Abayomi Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Bloom%20Art%2C%20Flat%2011%20Century%20Flats%2C%20275%20Kofo%20Abayomi%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.431794,3.4225401,https://www.bloomartlagos.com,2347034030683.0,ugoma@bloomartlagos.com,"{""mon"":""by appointment"",""tue"":""by appointment"",""wed"":""by appointment"",""thu"":""by appointment"",""fri"":""by appointment"",""sat"":""by appointment"",""sun"":""closed""}",[],Success (Google)
DIDI Museum,Museums,Museum in Victoria Island hosting temporary exhibitions of Nigerian and African art and cultural artefacts.,"175 Akin Adesola Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=DIDI%20Museum%2C%20175%20Akin%20Adesola%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4323098,3.4241933,,2348027858094.0,,"{""mon"":""10am-5pm"",""tue"":""10am-5pm"",""wed"":""10am-5pm"",""thu"":""10am-5pm"",""fri"":""10am-5pm"",""sat"":""10am-4pm"",""sun"":""closed""}",[],Success (Google)
Fresco Gallery,Art Galleries,"Contemporary art gallery founded in 2022 by Ima Ekpo, West Africa's first gallery dedicated to prints/editions by emerging and established African artists.","Victoria Island, Lagos (exact street address not confirmed)",https://www.google.com/maps/search/?api=1&query=Fresco%20Gallery%2C%20Victoria%20Island%2C%20Lagos%20%28exact%20street%20address%20not%20confirmed%29,ISLAND,Victoria Island,6.4280556,3.4219444,https://thefrescogallery.com,,contact@thefrescogallery.com,,[],Success (Google)
Guest Artists Space Foundation (GAS),Art Hubs/Institutions,"Non-profit artist residency founded 2019 by Yinka Shonibare CBE RA, hosted in an award-winning building; runs residencies for international artists, researchers and curators, with a companion farm site in Ijebu-Ode, Ogun State.","Oniru, Victoria Island, Lagos (exact plot/street not published)",https://www.google.com/maps/search/?api=1&query=Guest%20Artists%20Space%20Foundation%20%28GAS%29%2C%20Oniru%2C%20Victoria%20Island%2C%20Lagos%20%28exact%20plot/street%20not%20published%29,ISLAND,Victoria Island,6.4467879,3.4340729,https://guestartistsspace.com,,info@guestartistsspace.com,,[],Success (Google)
Hourglass Gallery,Art Galleries,Established gallery founded in 1996 by Dozie Igweze hosting temporary exhibitions and permanent displays of contemporary Nigerian art.,"979 Saka Jojo Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Hourglass%20Gallery%2C%20979%20Saka%20Jojo%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.427304899999999,3.4128116,https://hourglassgallery.com,2348033016103.0,,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-6pm"",""sun"":""closed""}",[],Success (Google)
Maarxman Signature,Art Galleries,"Listed in Lagos business directories as an art gallery on Wilmot Point Road, Bar Beach, Victoria Island.","No 2, Wilmot Point Road, Bar Beach, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Maarxman%20Signature%2C%20No%202%2C%20Wilmot%20Point%20Road%2C%20Bar%20Beach%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.422289999999999,3.4117,,,,,[],Success (Google)
Nomadic Art Gallery,Art Galleries,"Contemporary art gallery on Victoria Island owned by Charlotte Obidairo, focused on diasporic/pan-African contemporary art and expanding artists' visibility.","22 Adetokunbo Ademola Street, Victoria Island, Lagos 106104",https://www.google.com/maps/search/?api=1&query=Nomadic%20Art%20Gallery%2C%2022%20Adetokunbo%20Ademola%20Street%2C%20Victoria%20Island%2C%20Lagos%20106104,ISLAND,Victoria Island,6.436016,3.4303937,https://nomadic-art.com,,,Mon-Sat 10am-6pm,[],Success (Google)
O'DA,Art Galleries,"O'DA is a contemporary art gallery in Victoria Island established in 2020 by Nigerian entrepreneur and art patron Obida Obioha, specializing in contemporary African art and design.","10 Sir Samuel Manuwa St, Victoria Island, Lagos 101233",https://www.google.com/maps/search/?api=1&query=O%27DA%2C%2010%20Sir%20Samuel%20Manuwa%20St%2C%20Victoria%20Island%2C%20Lagos%20101233,ISLAND,Victoria Island,6.4364976,3.4360517,https://www.odaartgallery.com,+2349061816077,info@odaartgallery.com,Tue-Sat 11am-6pm,[],Success (Google)
Red Door Gallery,Art Galleries,Contemporary art gallery in Victoria Island described as purveyors of unpredictable art. Hosts temporary exhibitions and permanent displays.,"51b Bishop Oluwole Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Red%20Door%20Gallery%2C%2051b%20Bishop%20Oluwole%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.42406,3.4210696,https://reddoorgallery.com,2349087333667.0,info@reddoorgallery.com,"{""mon"":""10am-6pm"",""tue"":""10am-6pm"",""wed"":""10am-6pm"",""thu"":""10am-6pm"",""fri"":""10am-6pm"",""sat"":""10am-6pm"",""sun"":""closed""}",[],Success (Google)
Society for Art Collection (SARTCOL),Art Hubs/Institutions,"Registered non-profit society co-founded by Prof. Fabian Ajogwu (SAN) and inaugurated in 2019, providing a platform for art collectors, artists and enthusiasts to network and be educated on provenance, collecting practice, and artists' rights.","8 Ogunyemi Road, Palace Way, Oniru, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Society%20for%20Art%20Collection%20%28SARTCOL%29%2C%208%20Ogunyemi%20Road%2C%20Palace%20Way%2C%20Oniru%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4288187,3.4505051,https://sartcol.org,+2348158390722,enquiries@sartcol.org,,[],Success (Google)
TCA Gallery,Art Galleries,"The Children's Art Gallery (TCAG) — a social enterprise and the first gallery in the world exhibiting solely art made by children (under 18); founded in Lagos, now also operating in Ghana and Zimbabwe. Instagram: @tcaglagos.","Victoria Island, Lagos (exact street address not confirmed)",https://www.google.com/maps/search/?api=1&query=TCA%20Gallery%2C%20Victoria%20Island%2C%20Lagos%20%28exact%20street%20address%20not%20confirmed%29,ISLAND,Victoria Island,6.4384748,3.4336101,https://www.tcagallery.com,+2348104193264,info@tcagallery.com,,[],Success (Google)
Terra Kulture,Art Hubs/Institutions,"Premier Nigerian cultural centre and theatre arts hub founded by Bolanle Austen-Peters in 2003. Houses gallery, restaurant, bookstore, language school and theatre.","Plot 1376 Tiamiyu Savage Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Terra%20Kulture%2C%20Plot%201376%20Tiamiyu%20Savage%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4251323,3.4268301,https://terrakulture.com,23412700588.0,info@terrakulture.com,"{""mon"":""9am-10pm"",""tue"":""9am-10pm"",""wed"":""9am-10pm"",""thu"":""9am-10pm"",""fri"":""9am-10pm"",""sat"":""9am-10pm"",""sun"":""12pm-10pm""}",[],Success (Google)
The Art Hotel,Art Galleries,"Five-star boutique hotel (opened July 2022) in Oniru, Victoria Island, that runs an in-house public art gallery of Nigerian art, curated and rotated monthly.","Plot 13A, Block III, Yesufu Abiodun Oniru Way, Oniru, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=The%20Art%20Hotel%2C%20Plot%2013A%2C%20Block%20III%2C%20Yesufu%20Abiodun%20Oniru%20Way%2C%20Oniru%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4310486,3.4433965,https://arthotelng.com,+2349166105381,info@arthotelng.com,Mon-Sun 8am-10pm,[],Success (Google)
Tiwani Contemporary,Art Galleries,International contemporary gallery with 2000 sq ft white cube space with 7m+ walls. Founded 2011 by Maria Varnava. Champions African and diaspora artists globally with spaces also in London.,"13 Elsie Femi Pearse Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Tiwani%20Contemporary%2C%2013%20Elsie%20Femi%20Pearse%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4337233,3.4112462,https://tiwani.co.uk,2348130519602.0,info@tiwani.co.uk,"{""mon"":""closed"",""tue"":""12pm-6pm"",""wed"":""12pm-6pm"",""thu"":""12pm-6pm"",""fri"":""12pm-6pm"",""sat"":""12pm-6pm"",""sun"":""closed""}","[""public/uploads/institutions/tiwani-contemporary/image-1.webp""]",Success (Google)
Windsor Gallery,Art Galleries,"Part of a multi-city gallery group (also in Abidjan and Abuja), opened in Victoria Island in September 2023 with its inaugural exhibition ""State of Africa,"" showcasing contemporary and modern African art across painting, sculpture and photography.","4c Goriola Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Windsor%20Gallery%2C%204c%20Goriola%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.431705,3.4133055,https://www.windsor-gallery.com,+2349139015506,lagos@windsor-gallery.com,,[],Success (Google)
Yenwa Gallery,Art Galleries,"Art gallery in Victoria Island founded in 2021 by Ugonna Ibe, opened as a physical space in April 2023; exhibits contemporary African painting and sculpture with a focus on photography and new media, includes a library/workspace for workshops.","6 Muri Okunola Street, Victoria Island, Lagos",https://www.google.com/maps/search/?api=1&query=Yenwa%20Gallery%2C%206%20Muri%20Okunola%20Street%2C%20Victoria%20Island%2C%20Lagos,ISLAND,Victoria Island,6.4332802,3.4399277,https://www.yenwagallery.com,,,,[],Success (Google)
+234 Art Fair (Plus234 Art Fair),Art Festivals,"A curated art fair in Lagos celebrating contemporary Nigerian/African art and creativity, spanning digital art, 2D/fine art, sculpture and photography. Annual, most recent (3rd) edition held March 2026 at Ecobank Pan African Center, Lagos.",,,,,,,https://plus234art.com,,,,[],Skipped - No Address
ART X Lagos,Art Festivals,"West Africa's leading international art fair, showcasing contemporary art and culture from Africa and its diaspora, founded 2016 by Tokini Peterside-Schwebig; includes music, film and talks programming. Annual, next edition Nov 2026.",,,,,,,https://www.artxlagos.com,,,,[],Skipped - No Address
Lagos Biennial,Art Festivals,"A not-for-profit contemporary art platform under the Akete Art Foundation, founded 2017; presents exhibitions, public programs, publications and residencies at historically/politically significant Lagos venues. Biennial; 2026 edition planned for Oct 2026.",,,,,,,https://lagos-biennial.org,,,,[],Skipped - No Address
Lagos Street Art Festival,Art Festivals,"Street art festival transforming Lagos neighborhoods into an open-air mural gallery, featuring Nigerian and international artists creating large-scale murals. Inaugural edition (""Legendary Lagos: City of Dreams"") held Dec 2025 — too early to confirm annual recurrence.",,,,,,,https://lagosstreetartfestival.com,,,,[],Skipped - No Address
LagosPhoto Festival,Art Festivals,"The largest international photography festival in Nigeria, founded 2010 by Azu Nwagbogu of the African Artists' Foundation; month-long program of exhibitions, workshops, residencies and talks. Transitioning from annual to biennial starting with its 2025 edition.",,,,,,,https://www.lagosphotofestival.com,,,,[],Skipped - No Address
Miniature Art Fair Lagos,Art Festivals,"Nigeria's largest exhibition of portable/small-format artworks, organized by Iwalewa Gallery of Art and Ogirikan; showcases 1,000+ miniature pieces by established and emerging artists. Annual, began 2018.",,,,,,,https://miniatureartfairlagos.com,,,,[],Skipped - No Address
